1800	5.4	0.02
1840	5.64	0.02
1880	6.12	0.025
1920	6.68	0.03
1960	7.36	0.03
2000	8.12	0.036
2040	8.96	0.042
2080	10.1	0.05
2120	11.2	0.064
2160	12.3	0.076
2200	13	0.09
2240	13.2	0.108
2280	12.8	0.128
2320	11.6	0.142
2360	10.4	0.15
2400	9.2	0.16
2440	8.3	0.162
2480	7.4	0.166
2520	6.6	0.170
2560	5.8	0.174

